,label,score
390,"planet and star spins. The sun is very, very big. More than one million planet Earths could fit inside of the sun Our planet, Earth, seems very big to us, but the sun is so much bigger The sun is called a yellow dwarf star. As you know, dwarf means ",3
296,"They have an atmosphere made up of methane gas, and each planet day is about hours long. How is Neptune like Jupiter A. Both planets have a visible great spot. . Both planets are inner planets. . They are the same size. How are Jupiter and Neptune different A. They ",3
462,a winner in school and in sports. The neighborhood boys knew they have stiff competition in their baseball and football games when Sally was on the field. She was as good as any of them. Sally worked and played to make her team the best. Sally was nine when Dr. ,3
49,"and in the grass were jewels and pearls. Do you want to help yourself, Pat, or will you take what I give ye asked the little man. Chapter Ill take whatever you give me and be thankful, said Pat, remembering his manners. The fairy man picked a large handful ",3
292,"Toppings nuts, coconut. What are all the different sundaes that Laura could order Write to help explain your best thinking using words, numbers, or pictures. f Strategy Make a table, chart, or organized list Answer The Chin family is planning a summer vacation. They are trying to decide ",3
180,looked inside the tree. The Iguana jumped out of the tree and ran as fast as he could. Then he saw another Vulture so he ran the other way but there was a Vulture that way too So he ran to his right but there was a vulture that way ,3
397,"What up, boarders he said sarcastically as he wheeled by. Hey, Jordan, Isaac shouted. Come here What Jordan asked suspiciously as he turned back to the group of skateboarders. Well, Isaac said. Youre a good skater, right I the best he snapped. Jessie and Sam rolled their eyes in disgust. ",3
79,"will not get washed away. With her front flippers, she digs a pit for her body, then digs an egg cavity with her hind flippers. a -. . . - - . - .. -. Do You Know A male sea turtle may live its entire life without ",3
440,"for four or five years. There they will eat lots of tiny fish. The salmon will grow to be about three feet long Then these big, shiny fish will swim back under the Golden Gate Bridge. They will swim back up the Sacramento River. Finally, they will reach Middle Creek ",3
404,"daughter from suffering and wanting to help her daughter learn how to face difficult things in life headon. Finally she took a deep breath and said, The doctors don know if he going to wake up, but it doesn look good. Tears began spilling down her cheeks. When Hannah saw ",3
259,"problem was that I still couldn play worth beans I was shorter than short, and I could barely dribble the ball, let alone shoot it. I tried to make up for my rotten playing by being really aggressive. I would always defend the biggest kid on the other team. I ",3
61,"the way they look. These pictures tell the story of the mouse journey. In the first picture, the mouse meets the rooster. In the second picture, the mouse meets the cat. In the empty box, draw what happens to the mouse right after he meets the cat. Then on the ",3
262,"Astalia turned to her son and said, You can do anything that you want if you try. You are going to be a big brother soon because I am going to have a foal. So you need to get help right away. Go back the same way that we came ",3
2,"tips the moon bowl said the rickety man. And then he began a great coughing fit that seemed to last a full halfhour. This was very clever of the old man, because he was trying to buy time to think. What a silly chore it is to tip over the ",3
468,"tears in her eyes. You look sad, said Sam. I am sad, replied Mrs. Cabot. My very best friend in all the world is moving away. I sorry to hear that, said Sam. She and I would talk for hours, sniffled Mrs. Cabot. Can you talk to Mr. Cabot asked ",3
417,"as Max. To settle this we will have to fight, said Sam. They fought and Sam won. He went home but the second strongest bear jumped in front of him. The bear said, give me that rabbit or else. Or else what said Sam. Or else I'll fight you for ",3
283,"her Most ungrateful, loathsome Mistress RedI Since with me you will not wed, Day by day, Rock by rock, Carve me out a handsome cave, Or Ill send you to your gravel Bayberry realized that the girl was none other than his sister. He shouted Wicked monsterl Evil fiendl To ",3
407,rabbit and ruffed grouse. They were all scattered around lost and could not find each other. so the wolf started to howl. Then the rabbit started kicking. Then the ruffed grouse started flapping its wings really really loud. Each of them were getting closer. The sounds were getting louder. It ,3
228,"the only one who had to do without. The King set his heart on having these two things done, so he had it announced far and wide that whoever could fell the big oak in the king' courtyard and dig a well should have half the kingdom. Well as you ",3
242,"how they are different. It is important to organize your thoughts and information before you do so. Here are two different ways to organize information. As an example, we will look at the Smilodon, and the Caribou two animals that lived during the Ice Ages. The Chart Characteristic Smilodon Caribou ",3
274,"himself invisible to all but her. She was very beautiful and gentle and well beloved by all. And as he came home from work, his sister would see him drawing near, and she would ask the girl who sought him, Do you see him Do you see my brother And ",3
14,"Heaven. But can you bring a purse of money Frog said, Whatever it is, I can do it. But only if I try. Kimana gave Frog a purse of money. Frog took hold of it with his mouth and carried it to the well. He climbed in and waited. The ",3
194,"Mom Mom said, Where I shouted, Over there. Mom said, Oh Then Mom said, Look Doug. Doug said, I wish I had my gun so bad The Father fox was dropping off food by the den while Mom was making baby food for her babies while the babies were sleeping. ",3
70,come out. Johnny went home and told his mom his mom came with some dog biscuits the dog still wouldn' come out. So they went home and told dad he came with some meatballs the still wouldn' come out. Johnny went home and told his sister she came with some ,3
253,though. It was more like a pond. Ah said Sandy a crocodile It' only a crocodile Hermine. It' coming toward us said Sandy The crocodile snapped at Herman Of it' got my leg Come back with my sister said Sandy. But still the crocodile swam away Ah mom ,3
465,"of the ink. Then they used the sheets again. Later on, people in Denmark found another way to take the ink from paper. Today, all kinds of paper food packages, envelopes and notepaper are de inked and made into pulp. This recycled paper is so much like wood ",3
385,"grumpily, but that answer is not one of your choices... Authors' purpose questions are another way of saying, Why did the author write this anyhow, or what was the reason this piece was written There are several reasons that authors write things. They write to inform or teach someone about ",3
388,"Now, darken the bubble next to the best answer for number in your test booklet. . Let students bubble their answers. rainy weather a play the changing seasons marching trees Now, find question number Listen carefully while I read you the question. Listen again to these lines ",3
436,group. People feel satisfied and happy when they get a pleasing sound from their drum. Playing drums together as a group can be very healing. Group members forget the concerns of everyday life as they play drums together and are able to experience the medicine of drums. The World of ,3
320,"to speak. Crows flew over, three in a row. And I could hear a killdeer in the field. We climbed the bank and dried ourselves and lay in the grass again. The cows watched, their eyes sad in their dinner plate faces. And I slept, dreaming a perfect dream. The ",3
219,making honor roll again. His parents would allow her to do anything she wanted to do. Thomas was not making honor roll this time and he was not going to be allowed to do all the things he wanted to do. Poor Thomas He would just have to study harder ,3
143,"the sky Five nights after the new moon in January, the constellation Pleiades reaches its highest point in the night sky. Pleiades is a group of seven stars sometimes called the Seven Sisters, part of a larger constellation known as Taurus or the Bull. On a clear winter' night, look ",3
448,"to get close enough to speak, until finally he could talk to the seals. Please, Brother Seal, Onhgarouk said to the largest of the three, I have traveled very far to become one of you. The large seal swam up to the edge of the ice beside the Eskimo and ",3
38,"fire was under Mar wing. One of the smallest birds, a Wren named Prite, decided to follow the Cockatoo back to his camp. He traveled many days, always staying out of sight. By the time Mar had reached his camp, Prite was very weary. But when he saw Mar take ",3
108,"Several churches were firebombed in Montgomery. Martin spoke out, We will not hate you, but we will not obey your evil laws. Courageous African Americans started to test the unfair laws of segregation. In small groups, often students, began sit ins at lunch counters where only white people could be ",3
26,"gum soft again. Whew That was the . We got rid of that gum. Now, Angels, here' the second one. She gave us all a piece of Red Hot Bubble Gum. As we chewed, the bubble gum got warmer and warmer. My mouth was as hot as a fireball. Miss ",3
413,"as Coralee, he took her on a ride in a hot air balloon. How old were Daryl and Coralee when they rode in the balloon Write to help explain your best thinking using words, numbers, or pictures. Answer inches Dean works with baby animals at a zoo. This week ",3
134,"stay up here in the canopy Howler This is our home, my man. On the ground, there are some really big animalsit a jungle down there. When it comes to safety, we don monkey around. Up here, we can eat fruit, leaves, and flowers, and we can live in safety. ",3
247,"in our solar system where humans, other animals, and plants can live. There is plenty of water to drink or to live in. Water is present on Earth in its big oceans and in the air Earth clouds are made of water vapor. Earth atmosphere has a lot of oxygen ",3
222,"to tell him how to go about catching fish. Oh, it is quite easy, answered the Fox, and soon learned. You have only to go down to the river and cut a hole in the ice. Then you put your tail in the hole and keep it there as long ",3
444,"point my finger. What bird is that, Grandpa I ask excitedly. Conk a ree, the bird calls to us. A red winged blackbird, says Grandpa promptly. He can' see my finger pointing. But he hears the song of the bird. And somewhere behind the blackbird, he says, listening, a song ",3
125,"him when her locket fell off. The rabbit, thinking it was food, grabbed it and ran off. Wait said Patricia. I always knew that thing was too big She ran after the rabbit. Patricia You're going to get lost said Roseanne. Come on and both of them ran after her. ",3
116,"it would cost to take a few classes. That way, you could find out if you really like it or not, she said. Chapter ILl. Ricardo really wanted to learn how to do all of the amazing things he saw the dancers perform. But what would his friends think ",3
316,"to pull together with the others in class, but no one else got up. And I didn see anyone being carried away so I not sure what that was all about. And I certainly wasn beating around a bush. There wasn even a bush in sight. For a moment I ",3
175,"author' purpose Calligraphy is a form of handwriting . A special pen must be used. Letters are formed using up and down strokes. Old documents are usually written in this form. Diplomas , certificates and other awards are written in calligraphy. It is an interesting form of handwriting. ",3
451,"There is a pack of lions. Aaaaaaaaaaaaaaaaaaaaaa Brett said, put the pedal to the medal Help mom said, get us out of here We can' go we are in Australia Brett said. Dad jammed the brakes on I am getting out and wrestling those lions Me too I said. Or ",3
232,"heart. He sent servants in every direction to hunt for the boy he promised everything, anything if only his son might be brought back to him. Search was made immediately, but no trace of the boy could be found. He had vanished as completely as if he had never existed. ",3
386,"sunrise. It is so bright it looks like a star, but it does not twinkle. Venus is unlike the other planets, because it spins backwards on its axis. It also spins very slowly One day on Venus is longer than one year on Venus What that Earth days are shorter ",3
299,"again on his bicycle only five months after learning he had cancer. During the hardest months of his illness, Lance had a lot of time to think about his life. Before the cancer, life seemed simple for himit was about competing and winning. After discovering that he had cancer, he ",3
170,"of the Count, who was still thought of as a national hero in Germany. Nobody had ever seen anything like the Graf She was meters ft. long, longer than three jetliners and almost as long as the Titanic. In an airplane had struggled to fly across the Atlantic. One ",3
89,"into balls. Bake minutes Makes cookies. Area and Perimeter Answer feet Kris built a fence for her dog play area. The fence is feet long and feet wide. How many feet of fencing did Kris use Write to help explain your best thinking using words, numbers, or ",3
302,lives in the apartment next to the tree. Martha Monkey lives above Ella. Larry Llama lives between Martha Monkey and Gerry Giraffe. Sophie Seal lives next to Ella. Taffi Tiger lives to the left of Ella and Sophie. Where does each animal live in the apartment building Write to help ,3
349,"made fresh daily, canned fruit, bacon, and strong coffee. Since the cowboys were exercising all day, they ate quite a lot and kept the cook busy. The cook often hunted and fished to add to the cowboys diet. A cattle drive usually lasted two to three months, seven days a ",3
164,Funny valentines are nice to get. Author' purpose of this writing is to Why do you think this The easy Chopper will chop your vegetables for you in about seconds. It is easy to use and you can use any vegetable. The cost is .Order yours ,3
380,the winter. When the squirrel saw the fox he was so frightened he forgot his acorns. The fox tried to go up the tree but he could not get up. He tried and tried he was Very tired When the fox stopped he was very mad too He walked not ,3
373,"creature that drinks the nectar picks up more pollen and carries it on to fertilize the next flower. When the flower is fertilized, the fruit can begin to form. Saguaro Fruit In June, the saguaro blossoms have dried into brown stalks, and fruit has formed from the bases. Jams, candies, ",3
306,"the fence and walked feet. There they dug up a dinosaur tooth How far was the dinosaur tooth from their tent Write to help explain your best thinking using words, numbers, or pictures. Answer Will gets on the elevator in a very tall building. Will is carrying five ",3
157,"cushion of air. Modern trains, called bullet trains, with new powerful engines, now travel at speeds of nearly mph kph. There are even plans for faster trains. These trains will travel through tubes at over mph kph. Airplanes Humans have always wanted to fly like birds. Over the ",3
98,"much do they have together Write a story to go with this number sentence, including a question. Make a picture to match. Then provide the answer. Write to help explain your best thinking using words, numbers, or pictures. Answer Kim cows, Bud ",3
313,"bamboo. A panda can eat up to pounds of bamboo in just one day Long ago, finding bamboo was easy for pandas. China had many bamboo forests. But people have cut down more and more of these forests to make room for villages and farms. So pandas are losing their ",3
152,"both hired, but the show was on television for only three weeks. Other Television Shows People at another television station liked Henson and his puppets. They decided to put them on an afternoon show. Later Henson did another show called Sam and His Friends. Many people thought only small children ",3
433,"does as opposed to both on the other hand Examples Compare How are the caribou and the smilodon alike Answer The caribou and the smilodon are both mammals. The smilodon lived in the arctic regions during the Ice Ages, as did the caribou. Like the smilodon, the caribou was able ",3
329,"in that allowed Aborigines to become citizens. This law gave them the right to vote and to receive some government benefits. They were finally able to have a say in Australian government policies. Cathy at age Encouraged by her family, Cathy attended excellent high schools on scholarships. She trained under ",3
251,"the sauce is bubbling. Let the dip cool for about five minutes before serving. Place the pieces of pita bread in a large pan. Heat the bread in the oven for about five minutes, or until it is crispy and warm To serve Place the pita bread in a ",4
350,"very scary. The little babies were crying in their cradles and the clouds were black. It was very windy. The clouds were moving very quickly. And then there was a bang on the door I woke up and there was another bang coming from the attic, and footsteps coming towards ",4
266,"Dad found Sharon' parents, and we all went to our classroom together. My folks and Sharon' are friends. Sometimes our families go camping together. I try to have fun with Sharon when Diane isn' along. It isn' easy. Sharon is interested in two things what her mother says and how ",4
469,can really help you. The main idea is the main reason that the story was written. I sure you can tell me the main reason for lots of things...without even reading Try it The main reason for going to school is.... Choose an answer You have a lot of new ,4
463,"keep willows weeping; Cats with a shine For the loblolly pine; Polars and pandas To save jacarandas; Even queen bees and princesses For photosynthesis. But it up to people to save all the trees That still find a home in our woods. Animals don wield the power we do, Though ",4
452,she accurately called the plays. She did so well that the players for the big game asked her to umpire for them with pay Mrs. Clement was shocked at that idea. But Mandy finally persuaded her mother to allow her to do it. Amanda Clement became the first paid woman ,4
441,"for the monkey as it did tricks to the music. When the monkey passed the hat, Mary Ellen and Sam put in coins. Together they gave the monkey cents. What coins did they put in the hat Write to help explain your best thinking using words, numbers, or pictures. ",4
418,"Pirates celebrating ILl. Pirates often stole clothes from people on other ships. The crew dressed differently than the captain. They needed comfortable and practical clothes. A typical pirate wore simple shoes and pants, plus a waist sash and a jacket with wood or bone buttons. Crew members often wore scarves ",4
409,"his plan to his men. Then, suddenly, he told one of the sailors to see if there were any apples in the barrel. I panicked and just before he reached into the barrel, another of the men suggested they drink to seal their plan. Agreeing enthusiastically, they all went to ",4
405,"the five days, how many new freckles did Jay get Write to help explain your best thinking using words, numbers, or pictures. Answer north of Main St., south of Main St. Gerald, his sister, and his brother all have paper routes. One Sunday Gerald' sister and brother had the ",4
381,"a rat that stood on its hind legs. It had a large tail that it used to support its weight as it stood. We also saw tracks of a creature about the size of a weasel and tracks of a wolf like creature. Friday, May I had each of the ",4
365,"there. Today Pueblo people in New Mexico are descendants of the ancient Anasazi. The Anasazi left behind clues about their culture, like this piece of pottery. Remaining Ruin Mesa Verde You can still find signs of the Anasazi today. Perhaps the most amazing Anasazi ruins are at Mesa Verde National ",4
257,"and North America. Food They eat mice,small birds and other snakes. Predators None. Lifestyle They hibernate during the winter.They are born in a egg and they have scales.When it' born in the summer it separates from it' mother and when it separates from it' mother it has to on it' ",4
356,"in a net, but the manatee found a way out. They tried again, and this time they caught him. A tow truck lifted Chessie into a special truck. He was examined by animal doctors to make sure he was healthy. Then they loaded him onto an airplane and flew him ",4
346,"at last, Ill tell you what I know. For over years, people have come to these mountains in search of this mine. Everybody has their theories. Some believe Waltz hid the entrance with rocks. Others believe an earthquake covered it up. Skeptics claim that it is just a myth. Other ",4
339,"received the most sunlight, which allowed more sea life to function there than anywhere else. It was also the shallowest part of the sea, so more research was done there. The shelf was only about meters ft. deep on average, so it was very shallow compared to the rest ",4
330,"to make her laugh. He left his dirty bowl on the kitchen table, with three Frosted Flakes crusted on its rim. She rinsed the bowl, put it in the dishwasher, and tried to find something to eat. Sarah had just moved to this new house in a new town. She ",4
326,"next thing I heard was Pa voice calling me. Matthew, wake up. Is nooning over, Pa Is it time to move on Son, if you don move on, youre going to be late for school. I brushed the sleep out of my eyes. I was back in my room, and ",4
321,"be feet tall They have tall, straight trunks. At the tops of the trunks, the trees are covered with an umbrella of branches and leaves. The canopy of the rainforest, if viewed from an airplane, looks like an unbroken blanket of green tree tops Actually, the canopy trees do not ",4
314,"this month. A pleasant walk to school, just one mile. Creek low, so I don have to remove my shoes to cross it. December Living with Lucas' family now. Earlier fears unfounded, for Lucas has turned out to be an eager pupil. Daily he helps me with my school chores ",4
309,"dead, judged everyone by weighing their hearts on a scale. If a person heart was heavy with sin, it was thrown to the hungry monster beneath the scales. That person would die permanently. But if the heart was lighter than a feather, then the dead person would live foreveror be ",4
303,"did spy a narrow tributary winding back through the jungle. The boy expertly steered the canoe into that opening, and soon they were traveling deeper into the rainforest. Tree branches and leaves formed a thick green canopy overhead. Vines hung down to the water. The little river narrowed. The loudest ",4
272,"to the area did not talk to strangers about the lake because it had a special meaning in their culture. The story of the lake actually began thousands of years before, when one volcanic eruption after another created a twelve thousand foot mountain Crater Lake called Mount Mazama. Then about ",4
352,"was time for Writing Workshop, and Jackie could work on her special letter, the letter that would give her mom all the information she needed to let Jackie have her bowling party. Jackie knew this needed to be her best, most perfect writing, so she checked her list and the ",4
239,"are always either boys or four girls. Never boys and girls together. They are usually born in Spring. They live together for a little while. Fabulous Facts .An armadillo can roll up in a ball if it' frightened. .An armadillo can swim,dig,climb,and walk. .An armadillo will rip tree bark ",4
235,"warm, and the nights must be cool. This is when the trees are ready to be tapped. To tap a tree, a small, harmless hole is made in the tree trunk. Next, a short, hollow tube is put into the hole. Then a bucket is hung below the tube. The ",4
187,"problem Gusts of cold air blew into the house. The area near the fire was warm, but in the rest of the room it might still be cold enough to see your breath. Reading or needlework was done by candlelight, or by the light of the fire. During the winter, ",4
117,"person name is not the first letter of the their sport. Larry will be out of town the entire month of December, and cannot play a winter sport. Bailey sport does not require any equipment other than the ball. Sydney is trying out to be the goalie. Write to help ",4
153,"of rainfall have much higher average temperatures than tropical rainforests. The temperature is much the same at night as it is during the day, unlike other places where the temperature at night is much cooler than the temperature during the day. The reason that the temperature stays the same year ",4
15,"new zip code to learn. We watched them the rocks. Which of these words indicates that the rocks were being broken into small pieces crush twist pierce squeeze Find where eagerly belongs in the sentence. Rosa, Ben, and Ed agreed to try out for the track team . ",4
62,"always carries a book with him. Sometimes he leaves pages of it for us to read. Goes to stir the kettle in the fireplace. How I would love to hear him read to the family again, before the fireplace. His voicethere was none like it But why does he wear ",4
158,that had been built to control it. It flooded homes and forced tens of thousands more people to leave the area. All of the people of Olivehurst had to leave. Many went to stay with friends or family in other areas. Some had to move into shelters. There they ,4
109,". . Main engine ignition sequence started . . . Tommy felt the straps give slightly. Good He shifted back the other way, trying to gain a little leverage. One . . . Solid boosters fire . . . The world exploded in sound Tommy felt himself forced down into ",4
50,"impressed with the agility of the stranger, cheered when he landed a blow or whipped his great bulk around so gracefully. They had never seen a man give their leader such a fight. At last, Robin gave the stranger a terrible whack that made him stagger and flail. But the ",4
165,"unbroken, green belt around the equator. Today, rainforests cover only about of the earth land masses and are found only in patches around the equator. Parts of South America, Central America, Africa, Australia, Asia, and islands in the Pacific Ocean have rainforests. Directions Write the answer to each question in ",4
80,and the huge stones were dragged up the ramps and put in position. A series of passageways and rooms included dead ends and empty chambers to confuse anyone trying to loot the tomb. Enormous slabs of stone blocked the entrance to the real tomb. Drawing of the tunnels and passageways ,4
99,"could tell he was going to like this job He loved to eat doughnuts. Mrs. Haney didn' waste any time in training Danny on the store' equipment. It seemed easy enough. There was one machine for mixing the batter, one for pressing the doughnut shapes and one for the icing. ",4
195,they made up in arms. They carried over a dozen large guns. They were such good fighting ships that the Chinese navy could not defeat them. Pirate junks often had three masts. The sails were large and had four sides. They were made of silk reinforced with strips of bamboo. ,4
176,"there. This is not a problem for rainforest animals, but it is one for rainforest plants The biggest problem that rainforest plants have to adapt to is the lack of sunlight in the rainforest lower levels. Plants have adapted to this problem in several ways. Many plants have very large ",4
182,"stirring until the sugar is dissolved. You will have stirred long enough when you don hear the sugar scraping against the bowl. You have the option of adding your favorite flavor. You can create any special taste you want. You can add fruit, such as chopped strawberries or cherries. You ",4
27,"be greater, because Saturn is colder than Earth. . It would be greater, because Saturn is larger than Earth. . It would be less, because a year on Saturn is longer than a year on Earth. . It would be the same, because the planet you live on would not ",4
200,"in the sun, but no one would take them away. Mother Nature heard what the tree said, and the next morning it had leaves of glass. They sparkled in the sunshine and looked like diamonds. Now I am the prettiest tree in the forest, it said. Soon a wind began ",4
214,"heart drop. The rough waves were going to make it a hard race. Even so, all of us were determined that we would wear the first place medals at the end of the race. When the starting flag dropped, our paddles hit the water. I listened carefully as Danelle, our ",4
207,"say its name; it can be divided evenly by and What is the secret number Write to help explain your best thinking using words, numbers, or pictures. Answer Yolanda and Mary are playing a game with a timer and three dice. Each player rolls three dice and uses ",4
3,tents are iow to the ground so the wind will not blow them over. The Bedouin Think of all the things in your room. Could you imagine moving to a new place every week Would you get tired of carrying so many things How would you enjoy the traveling life ,4
135,"cubs which are blind at birth.Solitary except in breeding season,when they come together to mate.A young jaguar stay with its mother for a few years before being to find hunting territories of its own. Fabulous Facts The jaguar is the subject of myths and hunters tales. The largest American ",4
230,"is safe to return. We will bring back your pots from the museum, and you can live as before. We want to learn from you. Stand up, ordered the voice. Enough playing around. Stanley slowly stood up and raised his arms to the light. Let indeed stop playing. Your clues ",4
221,"ak. Kayaks were like narrow canoes with covered tops. Paddlers sat in small openings. They attached waterproof jackets made of seal intestine around the edges of the openings to prevent water from getting inside. Kayaks were made so well balanced that if they tipped, paddlers could easily roll over until ",4
126,"cactus. They are made of twigs and grass. A I Ae A I and the Cactus Diner Sweet Desert Desserts The saguaro attracts even more desert animals. It serves up free flowers, nectar, and fruit. In late spring, the saguaro produces flowers. They are white with yellow centers. They ",4
39,"political independence didn satisfy Webster. He wanted Americans to be independent from England intellectually, too. He wanted to do away with the king English and replace it with a special American language. In Webster published a textbook called The American Spelling Book. Over the years, this book was printed many ",4
144,"town that looked like any boring American town, no guys in flannel logging shirts or those big ridiculous hats with earflaps. Mom seemed to get fidgety and excited, singing even more loudly as we drove through the neighborhoods. She pulled into the driveway of a gray two story house with ",4
374,"others on the ocean. The boats they built, called knarrs, were used mostly for trading. These boats were up to feet long and feet wide. Because they were flatbottomed, they could carry very heavy loads. They also were very stable and could travel safely across the ",5
331,"followed Dr. Spellbinder from a distance as he left the town and made his way into the hills. At last Dr. Spellbinder disappeared through the mouth of a cave. Peddler Polly followed him in and stopped in astonishment. The huge cave was filled with mechanisms and contraptions, all of them ",5
136,"see again, but some come back with wonderful stories. One day, one of your friends returns with a description of the place he visited. He hands you the written description of the place and asks you to make a map of the place. I can' make a map of a ",5
450,"the sinking of the Belle while it was anchored in Matagorda Bay. Historical documents led archaeologists to suspect the resting place of the Belle. They were proved right in when a magnetometer, which detects iron, located a six foot long cannon. The cannon, some pewter plates, and other artifacts were ",5
183,"refundable deposit is required to obtain a set of tubs. The deposit will be returned when the tubs are given back to the recycling center. To make recycling easier, the colors of the tubs match the colors of each of the bins at the recycling center. LocationPine Avenue HoursWeekdays ",5
300,"very thankful to his grandmother if she would just keep the girl for awhile, the kind old lady said she would be happy to do that as long as Guleesh wanted, but that she did not know how long that should be, or how they would be able to send ",5
371,"go out on the fire lines and spend all day cleaning up around houses, setting back burns, and doing what needed to be done to help work on the fire. qI Todd The most important gear firefighters have is their Personal Protection Equipment, or , which is the clothing they ",5
291,"look down at my math and then start chewing on my stub of a pencil. It would have been nice if Justin had given me a new pencil, too. Finished with his math, Justin picks up my paper and checks it out. He finds two mistakes, shows me how to ",5
127,among the leaf litter underneath the tree stand. Suddenly Jose and his father heard the sharp footfalls of their approaching quarrythe whitetailed deer. All the hunting advice Jose father had ever given him began to rush through Jose head Don ever shoot unless youre absolutely sure you see antlerswe don ,5
319,"of Independence as easy as it seems Mr. Jefferson, when you gave the Declaration of Independence to the Continental Congress, it was one of the most important events in this nation' history. Do you have any pictures of the event After writing and voting on the Declaration of Independence, Congress ",5
166,diameterdifferenceDistributive Property of MultiplicationdividenddivisibledivisorEequally likelyequationequilateral triangleequivalent decimalsequivalent fractionsequivalent ratiosestimateexpanded formexponentexpressionFfacefactorfactor treeformulafractionfrequencyfrequency tableGgallon galgram greater than greatest common factor HheighthexagonhistogramhundredthIimpossibleinequalityintegerintersecting linesintervalinverse operationsisosceles triangleJKkilogram kgkiloliter kLkilometer kmLleast common denominator least common multiple less than lineline graphline of symmetryline plotline segmentline symmetryliterMmap scalemean averagemedianmeter milligrammilliliter mLmillimeter mmmixed numbermodemultipleNnegative integersnetnominalnumeratorOobtuse angleobtuse triangleone dimensionalordered pairorder ,5
340,"stars, and accomplished many things that we can only begin to guess about. Some of these accomplishments were lost when native peoples abandoned former homelands. Some were destroyed as the people were displaced by European colonists. However, some of these accomplishments were not destroyed. Others, have been rediscovered long after ",5
16,"was a symbol of unhappy times. It was a time when many Georgians, including African Americans, were badly treated. They did not want this symbol in their state flag. Georgians argued a long time about changing their flag. For nearly years, Tyrone Brooks, a state representative from Atlanta, had asked ",5
100,school think that there is a problem at recess. Write a letter to your principal stating the problem and suggesting ways to solve it. A classmate is being picked on during recess. Describe the problem. What could you do to help himher solve it Write a letter to your principal ,5
364,"flaky pastry filled with savory ground beef. The cheeseburger was a poor substitute for what had been my typical lunch for the past three years. At least the banana and orange juice were old favorites. As I walked through the lunchroom, I recognized faces from my class, but they were ",5
455,"means you would have brown eyes. Having a straight thumb left or a bent thumb right is another genetic trait. This is where it gets a little confusing. Now, just because you have brown eyes does not mean all your children will have brown eyes. You are still carrying one ",5
110,"found. These ditches were probably used to drain water from inside the fort to the river. A palisade, or wall of upright logs, once protected the fort. The location of part of it was identified by a series of postholes. Part of the palisade was a large curved wall. Such ",5
323,SectA Content Linking Artid Which of the following instruments is closely tied to the folk music of the Appalachian region A. trombone . harp . dulcimer . piano Use the music staff below to answer question Which of the notes is held the A. ,5
344,"on the stove to heat. She stirred it carefully. After boiling the mixture for a minute or two, Miguel grandmother set the pan aside. She unpacked her suitcase and then read the mail that was sitting on the table. After a while the mixture had cooled. Then Miguel grandmother took ",5
357,"she needed and more. The Altos were wary; they didn want to choose the first candidate just because she was energetic. They wrote down her responses to Heather questions. AmeIa She has Ion snai brown hair with Iier streaks in it She sags she has hael eyes, he look sort ",5
118,"could be successful only if people in the community were willing to get involved. To attract attention, volunteers planted flowers around the city in hundreds of places that many people passed each day. They encouraged businesses to plant grass, shrubs, and flowers. They organized cleanups and fix up projects in ",5
145,"substitutes left on the bench. , who ready Coach asked. Jessy leaned back out of view behind the other player on the bench. Jon Whew, Jessy sighed. Close. The Tigers were one point ahead midway into the second half. Thank goodness weve got Mike DeMarco on our team, thought ",5
453,"under his feet, logs tripped him, funguses on stumps resembled caricatures, and startled him for the moment by their likeness to something familiar and far away; but that was all fun, and exciting. It led him on, and he penetrated to where the light was less, and trees crouched nearer ",5
382,"been wicked. They believed that the end of the world was about to happen. As you can probably tell by the myths and superstitions surrounding the origins of the Plague in Renaissance Europe, people had no idea of how the disease was really spread. It was not until years later ",5
335,majority of people in Europe lived in villages and smaller settlements even in the . The local centers of power were still the castles or country manors of nobles. There were very few nobles. Most people were serfs who farmed the land for them. Their lives were run by the ,5
201,for the Japanese to discover and decode. He gave us a list of more than two hundred military terms to code. Everything had to be memorized. No trace of the code could ever be found in writing. It would live or die with us in battle. The code had to ,5
51,"animals, man, the world around themselves, and even space. People ideas about the earth and the Universe changed. Many new things were invented such as the printing press and the telescope. This was the period during which Michelangelo sculpted, Botticelli painted, Columbus sailed to North America, Shakespeare wrote his plays, ",5
215,"make with these numerals Write to help explain your best thinking using words, numbers, or pictures. Answer Mary, Anna, Sonia, Rita, and Paula were at summer camp. One day they decided to exchange shirts for the next days. Together they had a brown, a white, a yellow, a ",5
260,feed the birds. The birds are in the first cage in the zoo. Then Troy went up the hill cages to feed the seals. From there he went down the hill cages to feed the bears. Next he went up the hill cages to the elephants. They ,5
442,"swung her leg over and landed hard in the saddle. Before she could figure out what was going on, Trisha flew out the open door of the stable and into the blinding sunlight. She hadn gotten hold of the reins, and she nearly flipped over backward, only clinging to the ",5
410,"either, is true Sandro decided to become a painter. He became the apprentice of Fra Filippo Lippi who was considered to be the best painter in Florence at that time. Later, he worked for Andrea Verrocchio who was also a very famous painter. When Sandro was he decided to try ",5
287,"the courtyard, and it seemed impossible to find anyone who fit the right measurements. But when at length he reached Greyfoot' wife, he declared that she was the very person they wanted. Now she was taken into the palace, and attired in a gorgeous wedding gown, a bridal veil, and ",5
71,"many hundreds of millions of years, forces within the Earth have caused the continental plates to move and spread apart. The spreading plates have formed the continents we know today. As you move from one picture to the next, notice how the continents look like puzzle pieces. You can see ",5
